State,Type,Gender,Age_group
A & N Islands,By Fire/Self Immolation,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Drowning,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,S
A & N Islands,By Hanging,Male,S
A & N Islands,Student,Female,T
A & N Islands,Student,Male,T
A & N Islands,Others (Please Specify),Male,T
A & N Islands,House Wife,Female,A
A & N Islands,Others (Please Specify),Female,A
A & N Islands,Student,Female,A
A & N Islands,Service (Private),Male,A
A & N Islands,Public Sector Undertaking,Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Student,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Public Sector Undertaking,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Public Sector Undertaking,Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,S
A & N Islands,Service (Private),Male,S
A & N Islands,Farming/Agriculture Activity,Male,S
A & N Islands,Retired Person,Male,S
A & N Islands,Others (Please Specify),Male,S
A & N Islands,Married,Female,S
A & N Islands,Never Married,Female,S
A & N Islands,Married,Male,S
A & N Islands,Never Married,Male,S
A & N Islands,Family Problems,Female,T
A & N Islands,Failure in Examination,Female,T
A & N Islands,Failure in Examination,Male,T
A & N Islands,Family Problems,Male,T
A & N Islands,Family Problems,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Failure in Examination,Female,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Unemployment,Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Family Problems,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Death of Dear Person,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Prolonged Illness,Female,S
A & N Islands,Insanity/Mental Illness,Female,S
A & N Islands,Causes Not known,Female,S
A & N Islands,Insanity/Mental Illness,Male,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,Death of Dear Person,Male,S
A & N Islands,Causes Not known,Male,S
A & N Islands,Middle,Female,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Female,S
A & N Islands,Primary,Male,S
A & N Islands,Middle,Male,S
A & N Islands,Graduate,Male,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Male,S
A & N Islands,Post Graduate and Above,Male,S
A & N Islands,Matriculate/Secondary,Male,S
A & N Islands,By Hanging,Female,T
A & N Islands,By Hanging,Male,T
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Hanging,Female,S
A & N Islands,By Consuming Other Poison,Female,S
A & N Islands,By Fire/Self Immolation,Female,S
A & N Islands,By Fire/Self Immolation,Male,S
A & N Islands,By Hanging,Male,S
A & N Islands,Student,Female,T
A & N Islands,Student,Male,T
A & N Islands,Student,Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Student,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Government),Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,S
A & N Islands,Service (Private),Male,S
A & N Islands,Retired Person,Male,S
A & N Islands,Farming/Agriculture Activity,Male,S
A & N Islands,Never Married,Female,S
A & N Islands,Married,Female,S
A & N Islands,Never Married,Male,S
A & N Islands,Married,Male,S
A & N Islands,Family Problems,Female,T
A & N Islands,Causes Not known,Female,T
A & N Islands,Death of Dear Person,Female,T
A & N Islands,Other Causes (Please Specity),Female,T
A & N Islands,Fall in Social Reputation,Male,T
A & N Islands,Suspected/Illicit Relation,Female,A
A & N Islands,Cancellation/Non-Settlement of Marriage,Female,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Not having Children(Barrenness/Impotency,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Family Problems,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Fall in Social Reputation,Male,A
A & N Islands,Failure in Examination,Male,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Fall in Social Reputation,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Cancellation/Non-Settlement of Marriage,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Fall in Social Reputation,Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Female,S
A & N Islands,Causes Not known,Male,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Family Problems,Male,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,No Education,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Female,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Graduate,Female,S
A & N Islands,Middle,Female,S
A & N Islands,Primary,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Male,S
A & N Islands,Middle,Male,S
A & N Islands,Primary,Male,S
A & N Islands,Matriculate/Secondary,Male,S
A & N Islands,Graduate,Male,S
A & N Islands,No Education,Male,S
A & N Islands,By Hanging,Female,T
A & N Islands,By Hanging,Male,T
A & N Islands,By Consuming Insecticides,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Other means (please specify),Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Insecticides,Male,A
A & N Islands,By Consuming Insecticides,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Other means (please specify),Female,A
A & N Islands,By Other means (please specify),Male,A
A & N Islands,By Consuming Insecticides,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Hanging,Female,S
A & N Islands,By Drowning,Male,S
A & N Islands,By Hanging,Male,S
A & N Islands,Student,Female,T
A & N Islands,Student,Male,T
A & N Islands,Unemployed,Female,A
A & N Islands,Student,Female,A
A & N Islands,Service (Government),Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Student,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Public Sector Undertaking,Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Government),Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,Public Sector Undertaking,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Retired Person,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,House Wife,Female,S
A & N Islands,Retired Person,Male,S
A & N Islands,Unemployed,Male,S
A & N Islands,Service (Government),Male,S
A & N Islands,Service (Private),Male,S
A & N Islands,Married,Female,S
A & N Islands,Never Married,Female,S
A & N Islands,Never Married,Male,S
A & N Islands,Married,Male,S
A & N Islands,Family Problems,Female,T
A & N Islands,Love Affairs,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Death of Dear Person,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Professional/Career Problem,Female,A
A & N Islands,Unemployment,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Paralysis,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Failure in Examination,Female,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Unemployment,Male,A
A & N Islands,Professional/Career Problem,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Bankruptcy or Sudden change in Economic,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Suspected/Illicit Relation,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Failure in Examination,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Professional/Career Problem,Male,A
A & N Islands,Death of Dear Person,Male,A
A & N Islands,Divorce,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Cancer,Female,A
A & N Islands,Family Problems,Female,A
A & N Islands,Poverty,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Prolonged Illness,Female,S
A & N Islands,Causes Not known,Male,S
A & N Islands,Cancer,Male,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Insanity/Mental Illness,Male,S
A & N Islands,Property Dispute,Male,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Female,S
A & N Islands,No Education,Female,S
A & N Islands,Primary,Female,S
A & N Islands,Middle,Female,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Male,S
A & N Islands,Matriculate/Secondary,Male,S
A & N Islands,No Education,Male,S
A & N Islands,Graduate,Male,S
A & N Islands,Middle,Male,S
A & N Islands,Primary,Male,S
A & N Islands,By Hanging,Female,T
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By touching electric wires,Male,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By touching electric wires,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,S
A & N Islands,By Hanging,Male,S
A & N Islands,Student,Female,T
A & N Islands,Unemployed,Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Private),Female,A
A & N Islands,Others (Please Specify),Female,A
A & N Islands,Student,Female,A
A & N Islands,Others (Please Specify),Female,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Student,Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Professional Activity,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Government),Female,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Professional Activity,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,House Wife,Female,S
A & N Islands,Farming/Agriculture Activity,Male,S
A & N Islands,Service (Private),Male,S
A & N Islands,Others (Please Specify),Male,S
A & N Islands,Retired Person,Male,S
A & N Islands,Never Married,Female,S
A & N Islands,Married,Female,S
A & N Islands,Divorcee,Male,S
A & N Islands,Married,Male,S
A & N Islands,Never Married,Male,S
A & N Islands,Causes Not known,Female,T
A & N Islands,Other Causes (Please Specity),Female,T
A & N Islands,Other Causes (Please Specity),Male,T
A & N Islands,Love Affairs,Male,T
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Failure in Examination,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Death of Dear Person,Male,A
A & N Islands,Family Problems,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Property Dispute,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Causes Not known,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Other Prolonged Illness,Female,S
A & N Islands,Insanity/Mental Illness,Female,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,Family Problems,Male,S
A & N Islands,Insanity/Mental Illness,Male,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Causes Not known,Male,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Graduate,Female,S
A & N Islands,No Education,Female,S
A & N Islands,Middle,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Female,S
A & N Islands,Primary,Female,S
A & N Islands,Middle,Male,S
A & N Islands,Graduate,Male,S
A & N Islands,No Education,Male,S
A & N Islands,Primary,Male,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Male,S
A & N Islands,Matriculate/Secondary,Male,S
A & N Islands,By Hanging,Female,T
A & N Islands,By Consuming Insecticides,Male,T
A & N Islands,By Hanging,Male,T
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Consuming Insecticides,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Insecticides,Male,A
A & N Islands,By Consuming Insecticides,Female,A
A & N Islands,By Drowning,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Fire/Self Immolation,Male,A
A & N Islands,By Consuming Insecticides,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Consuming Insecticides,Female,A
A & N Islands,By Fire/Self Immolation,Male,A
A & N Islands,By Consuming Insecticides,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Insecticides,Female,S
A & N Islands,By Hanging,Female,S
A & N Islands,By Hanging,Male,S
A & N Islands,Student,Female,T
A & N Islands,Self-employed (Business activity),Male,T
A & N Islands,Student,Male,T
A & N Islands,Student,Female,A
A & N Islands,Service (Private),Female,A
A & N Islands,Unemployed,Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Student,Male,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,Farming/Agriculture Activity,Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Government),Male,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Service (Government),Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Unemployed,Female,S
A & N Islands,House Wife,Female,S
A & N Islands,Farming/Agriculture Activity,Male,S
A & N Islands,Service (Private),Male,S
A & N Islands,Self-employed (Business activity),Male,S
A & N Islands,Married,Female,S
A & N Islands,Never Married,Female,S
A & N Islands,Widowed/Widower,Male,S
A & N Islands,Never Married,Male,S
A & N Islands,Married,Male,S
A & N Islands,Love Affairs,Female,T
A & N Islands,Other Causes (Please Specity),Male,T
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Unemployment,Male,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Death of Dear Person,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Insanity/Mental Illness,Female,S
A & N Islands,Other Prolonged Illness,Female,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Insanity/Mental Illness,Male,S
A & N Islands,Middle,Female,S
A & N Islands,No Education,Female,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Primary,Female,S
A & N Islands,Primary,Male,S
A & N Islands,No Education,Male,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Male,S
A & N Islands,Middle,Male,S
A & N Islands,Matriculate/Secondary,Male,S
A & N Islands,By Consuming Other Poison,Female,T
A & N Islands,By Consuming Other Poison,Male,T
A & N Islands,By Hanging,Male,T
A & N Islands,By Drowning,Male,T
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Drowning,Female,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Fire/Self Immolation,Female,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Fire/Self Immolation,Male,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Drowning,Male,A
A & N Islands,By Consuming Other Poison,Female,A
A & N Islands,By Hanging,Female,A
A & N Islands,By Hanging,Male,A
A & N Islands,By Consuming Other Poison,Male,A
A & N Islands,By Hanging,Female,S
A & N Islands,By Hanging,Male,S
A & N Islands,By Fire/Self Immolation,Male,S
A & N Islands,Student,Female,T
A & N Islands,Student,Male,T
A & N Islands,Others (Please Specify),Male,T
A & N Islands,Service (Private),Female,A
A & N Islands,House Wife,Female,A
A & N Islands,Student,Female,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Others (Please Specify),Male,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Unemployed,Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,House Wife,Female,A
A & N Islands,Self-employed (Business activity),Male,A
A & N Islands,Service (Private),Male,A
A & N Islands,Farming/Agriculture Activity,Male,A
A & N Islands,Service (Government),Male,A
A & N Islands,House Wife,Female,S
A & N Islands,Farming/Agriculture Activity,Male,S
A & N Islands,Service (Private),Male,S
A & N Islands,Others (Please Specify),Male,S
A & N Islands,Never Married,Female,S
A & N Islands,Married,Female,S
A & N Islands,Married,Male,S
A & N Islands,Never Married,Male,S
A & N Islands,Failure in Examination,Female,T
A & N Islands,Love Affairs,Female,T
A & N Islands,Other Causes (Please Specity),Female,T
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Failure in Examination,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Property Dispute,Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Cancellation/Non-Settlement of Marriage,Male,A
A & N Islands,Love Affairs,Male,A
A & N Islands,Failure in Examination,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Fall in Social Reputation,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Unemployment,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Love Affairs,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Cancellation/Non-Settlement of Marriage,Male,A
A & N Islands,Causes Not known,Male,A
A & N Islands,Other Prolonged Illness,Female,A
A & N Islands,Other Causes (Please Specity),Female,A
A & N Islands,Insanity/Mental Illness,Female,A
A & N Islands,Other Causes (Please Specity),Male,A
A & N Islands,Poverty,Male,A
A & N Islands,Other Prolonged Illness,Male,A
A & N Islands,Insanity/Mental Illness,Male,A
A & N Islands,Family Problems,Male,A
A & N Islands,Other Prolonged Illness,Female,S
A & N Islands,Other Prolonged Illness,Male,S
A & N Islands,Other Causes (Please Specity),Male,S
A & N Islands,Death of Dear Person,Male,S
A & N Islands,Family Problems,Male,S
A & N Islands,Insanity/Mental Illness,Male,S
A & N Islands,Primary,Female,S
A & N Islands,No Education,Female,S
A & N Islands,Matriculate/Secondary,Female,S
A & N Islands,Hr. Secondary/Intermediate/Pre-Universit,Female,S
A & N Islands,Middle,Female,S
A & N Islands,Graduate,Female,S
A & N Islands,No Education,Male,S
A & N Islands,Primary,Male,S
